id,temperature_c,humidity_pct,wind_speed_kmh,rainfall_last_day_mm,people_displaced,fire_last_year,fire_last_5_years,fire_ever,fire_occurred,trees_burned
823,28.9,48.9,42.4,0.97,0,No,No,Yes,No,NA
824,22.7,38.6,42.4,0.88,6,No,Yes,Yes,Yes,473
825,27.1,33.6,44.8,0.3,0,No,No,No,No,NA
826,37.9,13.6,41.5,0.05,336,No,Yes,Yes,Yes,882
827,27.3,37.4,27.4,0.41,148,No,Yes,Yes,Yes,864
828,19.8,63.7,19.3,10.54,0,No,Yes,Yes,No,NA
829,35.1,21.9,63.6,0.03,34,No,No,Yes,Yes,2176
830,36.3,34.6,64.0,0.66,169,No,No,Yes,Yes,2566
831,38.4,23.6,68.3,0.35,921,No,Yes,Yes,Yes,6435
832,24.0,44.8,34.5,0.22,23,Yes,Yes,Yes,Yes,302
833,34.6,12.8,43.1,0.13,90,No,No,Yes,Yes,623
834,25.2,33.5,38.9,1.57,528,No,No,Yes,Yes,418
835,21.8,84.9,36.4,22.32,0,No,No,No,No,NA
836,22.9,59.8,14.5,8.74,0,No,No,No,No,NA
837,17.0,89.1,16.7,34.91,0,No,No,No,No,NA
838,5.7,89.9,22.5,34.8,0,No,No,No,No,NA
839,14.5,89.6,20.8,26.52,0,No,No,No,No,NA
840,15.7,73.0,15.4,18.67,0,No,No,No,No,NA
841,33.7,26.6,65.5,1.58,228,No,Yes,Yes,Yes,1519
842,28.3,43.7,35.0,1.65,244,No,Yes,Yes,Yes,658
843,27.0,33.7,34.7,1.49,249,No,Yes,Yes,Yes,248
844,17.1,76.1,33.6,23.39,0,Yes,Yes,Yes,No,NA
845,13.8,76.3,19.9,31.9,0,No,No,No,No,NA
846,30.0,40.0,55.1,2.96,0,No,Yes,Yes,No,NA
847,32.4,41.4,50.3,0.04,0,No,No,No,No,NA
848,23.7,60.7,23.1,5.78,0,No,No,No,No,NA
849,19.6,78.1,23.8,20.42,0,No,No,No,No,NA
850,24.3,34.0,42.3,1.12,0,No,No,Yes,No,NA
851,38.5,19.2,51.3,0.11,425,No,No,Yes,Yes,4538
852,27.4,38.4,31.1,3.81,675,No,No,Yes,Yes,1086
853,17.3,71.6,12.7,21.62,0,No,No,No,No,NA
854,31.2,12.1,83.2,0.03,228,Yes,Yes,Yes,Yes,789
855,12.7,61.4,25.6,6.78,0,No,No,No,No,NA
856,24.9,58.2,15.5,15.38,0,No,No,No,No,NA
857,6.7,75.1,13.6,29.84,0,No,No,No,No,NA
858,37.6,20.0,91.1,0.28,1987,Yes,Yes,Yes,Yes,4567
859,33.5,26.5,69.5,0.58,0,No,No,Yes,No,NA
860,35.1,26.5,101.0,0.42,1817,No,No,Yes,Yes,2955
861,28.9,38.9,32.0,1.74,431,No,No,Yes,Yes,757
862,16.8,80.3,20.2,9.24,0,No,No,No,No,NA
863,19.7,68.2,23.5,8.56,0,No,No,No,No,NA
864,31.4,33.5,43.1,0.69,124,Yes,Yes,Yes,Yes,865
865,33.8,16.4,61.9,0.48,0,No,No,Yes,No,NA
866,16.7,55.5,7.5,7.29,0,No,No,No,No,NA
867,31.7,20.2,33.7,0.88,27,No,No,Yes,Yes,2396
868,18.4,77.9,36.9,11.59,0,No,Yes,Yes,No,NA
869,17.1,79.4,9.8,8.2,0,No,No,No,No,NA
870,28.2,48.6,17.2,7.69,8,No,No,Yes,Yes,637
871,23.2,47.5,36.9,7.51,0,No,No,No,No,NA
872,7.8,78.9,8.5,19.07,0,No,No,No,No,NA
873,30.6,28.2,51.1,1.25,841,No,No,Yes,Yes,1858
874,19.9,83.1,27.1,8.54,0,No,No,No,No,NA
875,29.5,44.4,47.7,1.0,0,No,No,No,No,NA
876,29.8,48.3,17.4,0.63,0,No,No,No,No,NA
877,18.4,65.8,27.6,24.74,0,No,No,No,No,NA
878,28.1,34.8,57.9,1.24,56,Yes,Yes,Yes,Yes,321
879,29.9,28.9,60.1,0.54,652,No,No,Yes,Yes,227
880,35.0,20.5,50.6,0.1,330,No,No,Yes,Yes,5742
881,27.7,28.7,45.2,0.19,0,No,No,No,No,NA
882,40.2,10.4,42.3,0.05,130,No,No,Yes,Yes,2941
883,32.1,14.0,75.4,0.61,1443,No,Yes,Yes,Yes,1852
884,24.0,38.4,30.4,4.29,0,No,No,No,No,NA
885,28.2,22.6,74.2,1.52,0,No,No,No,No,NA
886,20.5,59.4,14.5,7.51,0,No,No,No,No,NA
887,28.9,17.7,58.8,0.31,1844,No,Yes,Yes,Yes,3047
888,23.8,41.2,49.6,1.03,0,No,No,No,No,NA
889,28.8,31.3,29.7,0.87,299,No,No,Yes,Yes,1303
890,40.5,23.8,74.1,0.12,1559,No,No,Yes,Yes,5310
891,37.9,28.9,58.8,0.25,157,No,No,Yes,Yes,427
892,26.4,36.7,56.0,1.56,903,No,Yes,Yes,Yes,553
893,28.4,39.7,50.1,2.77,0,No,Yes,Yes,No,NA
894,17.7,60.2,23.7,14.58,44,No,Yes,Yes,Yes,67
895,39.5,13.4,72.5,0.7,41,No,Yes,Yes,Yes,4688
896,23.1,59.8,29.6,17.69,0,No,No,No,No,NA
897,33.7,23.3,34.7,0.76,8,No,Yes,Yes,Yes,1575
898,40.6,21.4,32.5,0.11,577,No,Yes,Yes,Yes,2174
899,23.2,27.4,60.6,4.0,0,No,No,No,No,NA
900,26.2,26.1,34.2,0.99,83,No,Yes,Yes,Yes,2136
901,14.8,77.5,34.5,11.11,0,No,No,No,No,NA
902,34.2,28.2,40.1,1.28,0,No,No,Yes,No,NA
903,44.6,20.5,70.7,0.12,3358,No,No,Yes,Yes,4938
904,39.8,32.1,76.2,1.47,1349,Yes,Yes,Yes,Yes,3538
905,20.0,57.2,25.8,19.93,0,No,No,No,No,NA
906,39.5,24.6,61.6,0.49,80,No,No,Yes,Yes,2052
907,29.0,50.3,22.7,2.43,0,No,No,No,No,NA
908,31.7,38.5,51.7,0.98,0,No,Yes,Yes,No,NA
909,18.8,26.9,61.4,2.97,0,No,No,No,No,NA
910,21.7,70.9,17.0,8.7,0,No,No,No,No,NA
911,27.4,53.7,41.1,1.37,0,No,No,No,No,NA
912,28.3,25.0,22.5,1.61,0,No,No,No,No,NA
913,27.7,51.0,47.7,1.45,0,No,No,No,No,NA
914,29.0,30.8,43.0,0.29,0,No,No,No,No,NA
915,36.2,17.9,51.3,1.49,0,No,No,No,No,NA
916,39.8,13.3,89.4,0.06,0,No,Yes,Yes,No,NA
917,31.5,34.3,42.4,1.62,220,No,No,Yes,Yes,3433
918,23.6,73.2,12.5,16.67,0,No,No,No,No,NA
919,39.1,13.7,70.7,0.5,603,No,Yes,Yes,Yes,2555
920,23.1,31.5,51.7,2.6,316,No,No,Yes,Yes,902
921,31.5,17.9,48.7,1.5,278,No,Yes,Yes,Yes,2675
922,29.5,28.4,22.3,1.07,0,No,No,No,No,NA
923,34.8,33.0,49.7,1.94,0,Yes,Yes,Yes,No,NA
924,31.6,26.9,46.9,1.49,0,No,No,No,No,NA
925,32.8,37.3,52.5,0.55,0,Yes,Yes,Yes,No,NA
926,35.7,33.2,49.0,1.17,0,No,No,Yes,No,NA
927,32.9,23.6,44.2,1.29,247,Yes,Yes,Yes,Yes,338
928,37.1,21.9,77.0,0.27,1659,No,No,Yes,Yes,5056
929,17.6,92.4,8.6,25.97,0,No,No,No,No,NA
930,21.2,37.6,22.2,1.71,0,No,No,No,No,NA
931,33.1,10.1,47.9,0.48,94,No,No,Yes,Yes,1988
932,38.6,18.9,84.6,0.7,83,No,No,Yes,Yes,2978
933,35.1,11.2,48.0,0.42,0,No,Yes,Yes,No,NA
934,22.3,65.6,18.7,6.69,0,No,No,No,No,NA
935,29.0,20.1,57.0,1.39,143,No,Yes,Yes,Yes,4924
936,18.0,70.5,14.6,24.83,0,No,No,Yes,No,NA
937,27.7,30.6,54.2,0.81,344,No,Yes,Yes,Yes,1415
938,28.8,39.4,38.9,0.21,0,No,No,Yes,No,NA
939,37.7,26.1,55.7,0.35,562,Yes,Yes,Yes,Yes,221
940,18.5,73.5,29.2,11.57,0,No,No,No,No,NA
941,35.1,20.2,67.5,1.43,0,Yes,Yes,Yes,No,NA
942,27.1,40.0,36.3,5.8,105,No,No,Yes,Yes,1433
943,9.0,91.4,23.9,19.23,0,No,No,No,No,NA
944,25.8,24.8,24.7,1.15,466,No,Yes,Yes,Yes,485
945,19.8,67.9,29.9,17.99,0,No,No,No,No,NA
946,20.3,36.6,25.3,1.7,0,No,No,Yes,No,NA
947,18.8,61.1,23.5,6.71,0,No,No,No,No,NA
948,7.3,79.2,7.7,17.37,0,No,No,No,No,NA
949,18.7,57.8,27.9,6.5,0,No,No,No,No,NA
950,27.9,29.7,33.2,0.0,454,No,Yes,Yes,Yes,2844
951,38.7,32.0,42.3,0.01,6,Yes,Yes,Yes,Yes,1506
952,27.4,26.7,40.6,0.46,146,Yes,Yes,Yes,Yes,1091
953,31.8,35.7,30.8,2.97,0,No,No,No,No,NA
954,18.5,65.8,14.0,17.67,0,No,No,No,No,NA
955,33.7,15.2,49.9,0.02,125,No,No,Yes,Yes,6551
956,37.6,29.3,53.0,1.53,0,No,No,Yes,No,NA
957,23.4,44.2,51.7,0.38,262,No,Yes,Yes,Yes,159
958,37.6,12.9,59.2,0.38,2523,No,Yes,Yes,Yes,1959
959,13.7,80.7,14.5,32.4,0,No,No,No,No,NA
960,20.2,39.9,48.6,2.54,234,Yes,Yes,Yes,Yes,2682
961,33.6,27.6,46.2,1.4,0,Yes,Yes,Yes,No,NA
962,29.1,31.1,30.8,0.84,36,Yes,Yes,Yes,Yes,43
963,8.7,77.0,17.1,20.08,0,No,No,No,No,NA
964,23.0,36.9,15.5,4.64,0,No,No,No,No,NA
965,27.4,46.8,36.2,2.29,19,Yes,Yes,Yes,Yes,203
966,7.5,81.1,7.0,37.96,0,No,No,No,No,NA
967,39.9,19.0,68.8,0.09,2979,Yes,Yes,Yes,Yes,8421
968,24.5,49.3,46.9,1.01,0,No,No,No,No,NA
969,19.9,64.2,18.2,24.28,0,No,No,No,No,NA
970,42.3,19.8,74.4,0.2,1102,No,No,Yes,Yes,4448
971,26.4,30.4,27.4,0.48,245,No,No,Yes,Yes,1810
972,14.6,81.3,18.9,8.91,0,No,No,No,No,NA
973,14.4,61.0,14.4,22.44,0,No,No,No,No,NA
974,40.4,12.2,79.4,0.27,1653,No,Yes,Yes,Yes,1585
975,19.1,70.3,13.1,3.03,0,No,No,No,No,NA
976,14.5,77.0,10.1,5.55,0,No,No,No,No,NA
977,19.3,34.9,40.3,2.62,0,No,No,No,No,NA
978,14.1,71.1,19.7,7.49,0,No,No,No,No,NA
979,23.7,29.6,49.1,1.11,0,Yes,Yes,Yes,No,NA
980,16.9,67.3,23.2,13.66,0,No,No,No,No,NA
981,23.2,72.2,9.7,4.58,0,No,No,No,No,NA
982,23.1,35.5,49.1,2.42,0,No,Yes,Yes,No,NA
983,33.7,21.1,46.1,0.47,824,No,No,Yes,Yes,67
984,27.0,29.6,48.1,0.89,106,Yes,Yes,Yes,Yes,203
985,33.3,13.0,60.7,0.42,257,No,No,Yes,Yes,136
986,17.0,87.1,18.7,30.02,0,No,No,No,No,NA
987,27.2,39.1,34.1,0.15,55,No,Yes,Yes,Yes,68
988,26.0,48.6,20.3,5.5,0,No,No,No,No,NA
989,28.8,40.4,32.5,3.27,712,No,No,Yes,Yes,1820
990,18.2,64.8,23.0,16.14,0,No,Yes,Yes,No,NA
991,31.9,16.5,57.7,0.77,204,No,Yes,Yes,Yes,5084
992,10.0,83.7,15.8,22.24,0,No,No,No,No,NA
993,30.8,28.4,48.9,1.39,0,No,No,No,No,NA
994,9.7,75.1,22.0,17.68,0,No,No,No,No,NA
995,25.6,27.0,62.4,1.73,0,No,Yes,Yes,No,NA
996,24.7,41.6,22.2,0.41,0,No,No,No,No,NA
997,30.1,38.9,37.0,0.16,21,No,Yes,Yes,Yes,724
998,6.0,84.2,21.3,10.24,0,No,No,No,No,NA
999,19.0,67.5,22.3,10.42,0,No,No,No,No,NA
1000,31.4,11.2,88.5,0.6,1208,No,Yes,Yes,Yes,4899
1001,41.9,20.0,92.6,0.42,124,No,No,Yes,Yes,7747
1002,18.7,27.8,57.9,3.9,0,No,No,Yes,No,NA
1003,31.8,27.8,73.1,0.33,0,No,No,No,No,NA
1004,8.5,72.6,12.3,32.26,0,No,No,No,No,NA
1005,20.4,56.6,19.9,15.62,0,No,No,No,No,NA
1006,35.1,9.4,64.2,0.02,0,Yes,Yes,Yes,No,NA
1007,30.1,17.1,66.9,0.4,173,No,No,Yes,Yes,5767
1008,31.9,35.1,40.1,2.33,7,No,No,Yes,Yes,1738
1009,28.9,27.5,78.1,0.46,1235,No,No,Yes,Yes,904
1010,25.8,38.6,38.7,3.14,278,No,Yes,Yes,Yes,1182
1011,18.0,85.2,24.2,24.84,0,No,No,No,No,NA
1012,33.9,22.8,62.8,0.48,112,Yes,Yes,Yes,Yes,2397
1013,23.5,36.4,39.9,3.96,0,No,No,No,No,NA
1014,35.8,17.8,45.0,1.14,237,No,No,Yes,Yes,2312
1015,25.1,47.5,26.0,1.13,0,No,No,No,No,NA
1016,40.1,18.9,74.5,0.12,106,No,Yes,Yes,Yes,1271
1017,31.6,38.4,34.0,1.41,0,No,No,No,No,NA
1018,25.9,34.6,65.9,1.84,0,Yes,Yes,Yes,No,NA
1019,23.8,34.0,44.0,1.11,19,No,Yes,Yes,Yes,1054
1020,22.7,41.2,51.6,2.94,46,Yes,Yes,Yes,Yes,1438
1021,15.7,65.1,12.5,14.82,0,No,No,No,No,NA
1022,32.4,11.1,103.7,0.43,1899,Yes,Yes,Yes,Yes,8339
1023,25.9,38.9,35.6,0.03,0,No,No,No,No,NA
1024,32.2,31.6,27.2,1.33,0,No,No,No,No,NA
1025,20.1,52.9,47.7,4.25,0,No,No,No,No,NA
1026,24.9,39.4,59.5,2.83,0,No,No,No,No,NA
1027,19.2,24.4,64.2,1.68,0,Yes,Yes,Yes,No,NA
1028,17.6,84.4,5.3,33.48,10,No,No,Yes,Yes,32
1029,33.0,22.0,73.1,0.85,0,No,No,Yes,No,NA
1030,33.1,18.5,63.8,1.09,458,No,No,Yes,Yes,3328
1031,35.0,36.1,25.2,1.3,0,No,Yes,Yes,No,NA
1032,13.0,71.1,27.4,3.72,0,No,No,No,No,NA
1033,15.1,83.8,7.3,34.97,0,No,No,No,No,NA
1034,33.0,31.4,68.2,1.48,518,Yes,Yes,Yes,Yes,1951
1035,29.4,25.1,56.4,0.1,442,No,No,Yes,Yes,3238
1036,24.6,79.8,11.0,19.52,0,No,No,No,No,NA
1037,42.4,17.8,37.7,0.32,0,No,No,Yes,No,NA
1038,13.6,65.8,31.3,5.78,0,No,No,No,No,NA
1039,31.3,37.5,30.4,1.66,0,No,Yes,Yes,No,NA
1040,19.8,32.4,46.7,3.89,0,No,No,Yes,No,NA
1041,35.6,30.6,47.5,1.31,175,No,Yes,Yes,Yes,3540
1042,35.6,23.9,67.6,0.32,701,No,Yes,Yes,Yes,1752
1043,25.8,36.9,65.6,0.42,212,No,No,Yes,Yes,1325
1044,26.1,31.3,56.3,2.43,46,Yes,Yes,Yes,Yes,1963
1045,24.8,47.3,34.1,1.69,0,No,No,No,No,NA
1046,12.9,83.4,15.4,31.63,0,No,No,No,No,NA
1047,5.4,73.5,6.7,29.21,0,No,No,No,No,NA
1048,17.4,78.7,16.0,15.3,0,No,No,No,No,NA
1049,21.5,83.1,17.5,7.35,0,No,No,No,No,NA
1050,23.1,40.9,43.5,0.5,145,No,No,Yes,Yes,733
1051,26.2,47.1,30.0,4.75,0,No,No,No,No,NA
1052,29.5,37.8,67.9,0.51,398,No,No,Yes,Yes,5104
1053,26.8,26.5,59.5,0.72,69,No,No,Yes,Yes,1776
1054,41.3,11.6,64.0,0.16,1422,Yes,Yes,Yes,Yes,1008
1055,30.7,32.9,54.1,0.87,0,No,Yes,Yes,No,NA
1056,44.9,15.2,37.4,0.09,1824,No,Yes,Yes,Yes,1457
1057,31.4,31.8,56.1,1.79,0,No,No,Yes,No,NA
1058,29.7,36.6,40.8,0.6,16,Yes,Yes,Yes,Yes,1792
1059,33.9,27.8,76.4,1.69,0,No,Yes,Yes,No,NA
1060,16.1,63.1,22.2,9.84,0,No,No,No,No,NA
1061,28.2,45.8,15.2,5.66,28,No,No,Yes,Yes,15
1062,27.5,27.6,52.9,3.7,0,Yes,Yes,Yes,No,NA
1063,28.7,39.3,41.5,1.79,257,No,Yes,Yes,Yes,2281
1064,6.2,89.2,19.2,17.36,0,No,No,No,No,NA
1065,14.0,71.9,14.9,12.44,0,No,No,No,No,NA
1066,24.1,27.1,28.3,1.77,0,No,No,No,No,NA
1067,39.2,23.1,100.9,0.11,580,No,No,Yes,Yes,3373
1068,24.1,30.6,26.6,0.92,0,No,No,No,No,NA
1069,19.6,57.7,7.8,2.3,0,No,No,No,No,NA
1070,35.9,24.1,50.6,1.85,30,Yes,Yes,Yes,Yes,2126
1071,25.5,27.7,66.4,0.39,10,Yes,Yes,Yes,Yes,2309
1072,17.5,75.5,6.1,6.25,0,No,No,No,No,NA
1073,27.8,37.7,55.0,0.81,50,No,Yes,Yes,Yes,1988
1074,39.2,15.8,50.2,0.19,294,No,No,Yes,Yes,5288
1075,26.7,26.6,42.8,1.92,0,No,Yes,Yes,No,NA
1076,26.7,35.2,20.5,0.7,6,No,Yes,Yes,Yes,231
1077,40.9,20.5,60.0,0.15,752,No,Yes,Yes,Yes,3447
1078,31.0,24.2,73.1,0.6,340,No,Yes,Yes,Yes,6364
1079,19.3,60.5,39.4,21.84,0,No,No,No,No,NA
1080,28.4,26.6,67.8,0.86,367,No,Yes,Yes,Yes,862
1081,21.0,71.2,38.7,14.59,0,No,No,No,No,NA
1082,23.9,43.3,49.8,2.82,450,Yes,Yes,Yes,Yes,1155
1083,22.9,54.4,32.5,5.64,0,No,No,Yes,No,NA
1084,24.7,23.3,44.5,0.26,3,Yes,Yes,Yes,Yes,1156
1085,26.6,35.0,23.8,3.13,8,No,No,Yes,Yes,1099
1086,31.9,24.7,75.9,0.92,425,No,Yes,Yes,Yes,1689
1087,33.9,38.4,49.9,0.35,303,No,No,Yes,Yes,1441
1088,28.1,31.0,23.4,1.7,0,No,No,No,No,NA
1089,30.6,41.7,23.8,1.58,0,No,No,No,No,NA
1090,24.7,43.6,29.7,3.58,116,No,Yes,Yes,Yes,693
1091,12.5,79.3,17.4,36.5,0,No,No,No,No,NA
1092,23.4,38.4,38.5,2.29,0,No,No,No,No,NA
1093,25.5,36.6,52.5,0.67,642,No,Yes,Yes,Yes,406
1094,41.1,16.8,63.7,0.48,1491,No,No,Yes,Yes,2478
1095,42.5,18.6,42.0,0.03,5,No,No,Yes,Yes,1600
1096,16.4,61.4,13.7,11.9,0,No,No,No,No,NA
1097,14.6,75.3,23.2,17.48,0,No,No,No,No,NA
1098,34.4,21.9,69.4,0.09,1335,No,Yes,Yes,Yes,1988
1099,35.1,24.0,56.4,0.42,445,No,Yes,Yes,Yes,1066
1100,23.3,38.2,39.2,0.56,0,No,No,No,No,NA
1101,44.8,14.1,81.4,0.25,1095,No,No,Yes,Yes,1773
1102,22.1,34.3,56.5,1.11,0,No,Yes,Yes,No,NA
1103,32.5,24.4,66.4,1.15,0,No,No,No,No,NA
1104,14.6,77.4,27.7,15.78,0,No,No,No,No,NA
1105,25.4,37.0,28.0,0.19,538,No,No,Yes,Yes,852
1106,6.4,92.0,19.6,18.44,0,No,No,No,No,NA
1107,40.0,9.9,80.8,0.04,990,No,No,Yes,Yes,11197
1108,23.5,37.7,42.3,0.59,0,No,No,No,No,NA
1109,7.6,74.1,21.3,33.3,0,No,No,No,No,NA
1110,27.0,36.2,64.7,0.72,987,Yes,Yes,Yes,Yes,813
1111,30.3,19.1,73.1,1.0,745,No,No,Yes,Yes,6315
1112,30.7,22.5,45.9,0.2,397,No,Yes,Yes,Yes,122
1113,29.7,26.4,54.9,2.9,41,No,Yes,Yes,Yes,3389
1114,30.8,38.7,69.2,1.31,330,Yes,Yes,Yes,Yes,1657
1115,29.2,48.3,45.7,2.27,28,No,No,Yes,Yes,2352
1116,34.5,32.0,50.6,0.16,0,No,No,No,No,NA
1117,39.4,12.1,79.8,0.23,102,No,Yes,Yes,Yes,4945
1118,11.9,91.5,18.6,30.83,0,No,No,No,No,NA
1119,29.6,33.6,37.1,0.41,93,No,No,Yes,Yes,1826
1120,35.1,9.6,30.6,0.21,1030,No,No,Yes,Yes,720
1121,15.6,71.9,7.5,11.32,0,No,No,No,No,NA
1122,18.0,73.2,13.0,28.02,0,No,No,No,No,NA
1123,14.1,77.6,34.4,22.75,0,No,No,No,No,NA
1124,42.2,25.6,67.6,0.65,2042,No,Yes,Yes,Yes,1511
1125,23.8,21.6,61.5,3.37,0,Yes,Yes,Yes,No,NA
1126,15.4,60.9,16.0,15.76,0,No,No,Yes,No,NA
1127,33.6,17.7,99.6,0.08,71,No,No,Yes,Yes,5959
1128,9.9,86.5,15.6,28.11,0,No,No,No,No,NA
1129,43.8,20.8,50.2,0.41,1190,No,No,Yes,Yes,502
1130,30.6,43.6,50.1,2.42,0,No,No,No,No,NA
1131,41.2,28.8,77.8,0.57,421,Yes,Yes,Yes,Yes,3437
1132,35.6,19.6,46.5,0.5,135,No,Yes,Yes,Yes,125
1133,18.1,26.1,51.4,3.34,0,No,No,No,No,NA
1134,37.7,15.9,88.0,0.24,810,Yes,Yes,Yes,Yes,5809
1135,29.4,25.2,59.3,0.52,300,Yes,Yes,Yes,Yes,4089
1136,21.8,76.5,19.5,2.76,0,No,No,Yes,No,NA
1137,42.7,10.3,100.7,0.85,51,Yes,Yes,Yes,Yes,1330
1138,9.2,79.3,21.5,19.56,0,No,No,No,No,NA
1139,15.2,70.2,14.0,19.55,0,No,No,No,No,NA
1140,38.1,13.2,52.7,0.93,1047,No,Yes,Yes,Yes,4327
1141,26.6,38.8,40.2,2.33,0,No,No,Yes,No,NA
1142,34.6,39.2,69.6,1.13,0,No,No,No,No,NA
1143,27.9,27.4,55.1,2.39,0,No,No,No,No,NA
1144,16.4,66.7,35.1,9.45,0,No,No,No,No,NA
1145,22.3,41.3,49.0,5.7,0,No,No,No,No,NA
1146,26.0,32.0,40.2,2.74,0,No,No,No,No,NA
1147,37.4,19.6,73.1,1.97,0,No,No,Yes,No,NA
1148,26.0,32.1,56.8,1.37,265,No,Yes,Yes,Yes,458
1149,23.8,55.4,8.0,6.74,0,No,No,No,No,NA
1150,26.3,20.7,41.6,1.38,0,No,No,Yes,No,NA
1151,31.9,32.1,36.1,1.67,0,No,No,Yes,No,NA
1152,25.9,47.3,49.8,0.84,0,No,No,No,No,NA
1153,38.9,27.6,69.6,0.87,0,No,No,No,No,NA
1154,22.2,69.7,25.5,11.17,0,No,Yes,Yes,No,NA
1155,32.6,23.8,60.3,1.18,0,Yes,Yes,Yes,No,NA
1156,24.2,30.5,45.3,3.71,962,No,Yes,Yes,Yes,991
1157,10.6,77.0,22.6,16.0,0,No,No,No,No,NA
1158,33.6,18.8,103.1,0.29,400,No,No,Yes,Yes,9707
1159,12.2,82.7,8.4,25.94,0,No,No,No,No,NA
1160,20.0,60.2,35.0,3.57,0,No,No,No,No,NA
1161,23.1,28.9,30.0,1.82,0,No,No,No,No,NA
1162,29.4,28.6,33.2,1.73,0,No,No,No,No,NA
1163,34.7,36.1,57.2,0.44,95,Yes,Yes,Yes,Yes,2246
1164,28.9,35.8,18.5,5.79,0,No,Yes,Yes,No,NA
1165,44.3,18.7,44.8,0.29,227,Yes,Yes,Yes,Yes,2266
1166,17.0,76.9,28.8,17.43,0,No,Yes,Yes,No,NA
1167,14.2,71.0,18.8,26.47,0,No,No,No,No,NA
1168,24.8,48.1,21.3,2.75,71,No,Yes,Yes,Yes,576
1169,27.2,39.3,64.8,1.53,1024,Yes,Yes,Yes,Yes,846
1170,27.0,49.1,42.1,4.13,0,No,No,No,No,NA
1171,29.6,25.6,30.7,0.65,0,No,No,No,No,NA
1172,19.7,66.5,19.5,11.61,0,No,No,No,No,NA
1173,35.5,20.4,50.4,0.41,1278,No,Yes,Yes,Yes,475
1174,25.3,22.6,46.6,3.8,67,No,Yes,Yes,Yes,765
1175,38.7,14.2,41.9,0.08,636,No,No,Yes,Yes,1334
1176,12.2,76.2,5.3,34.59,0,No,No,No,No,NA
1177,16.0,72.1,14.7,9.63,0,No,No,No,No,NA
1178,5.4,88.7,21.3,18.22,0,No,No,No,No,NA
1179,41.2,11.5,80.3,0.7,249,No,Yes,Yes,Yes,7248
1180,24.1,37.1,32.5,0.97,0,Yes,Yes,Yes,No,NA
1181,42.6,21.5,72.6,0.43,712,Yes,Yes,Yes,Yes,2629
1182,36.7,34.0,70.5,1.43,134,Yes,Yes,Yes,Yes,3741
1183,34.3,26.2,108.5,0.1,362,No,No,Yes,Yes,2865
1184,34.3,31.8,70.4,0.12,1029,No,Yes,Yes,Yes,1849
1185,35.5,11.6,63.7,0.24,811,No,No,Yes,Yes,1380
1186,34.2,28.5,23.9,0.25,89,Yes,Yes,Yes,Yes,513
1187,30.0,31.1,59.5,1.5,1162,Yes,Yes,Yes,Yes,1228
1188,15.2,82.2,26.9,6.65,0,No,No,No,No,NA
1189,29.4,27.4,49.2,1.89,186,No,Yes,Yes,Yes,4797
1190,28.1,23.3,46.0,0.13,0,No,Yes,Yes,No,NA
1191,16.6,62.4,28.7,16.08,0,No,No,No,No,NA
1192,9.5,70.4,8.9,14.95,0,No,No,No,No,NA
1193,34.8,25.3,106.1,0.56,420,No,Yes,Yes,Yes,588
1194,23.0,69.7,24.2,7.94,0,No,No,No,No,NA
1195,42.6,24.7,87.0,0.91,372,Yes,Yes,Yes,Yes,2815
1196,38.5,21.5,75.8,0.1,228,No,Yes,Yes,Yes,2291
1197,30.5,39.1,34.2,2.52,169,No,Yes,Yes,Yes,250
1198,23.4,69.0,17.3,16.2,0,No,No,No,No,NA
1199,29.2,28.6,54.6,2.57,0,No,Yes,Yes,No,NA
1200,10.0,74.5,20.0,5.37,0,No,No,No,No,NA
1201,39.6,13.6,84.7,0.46,1741,Yes,Yes,Yes,Yes,6665
1202,33.6,11.1,84.3,0.03,1852,No,Yes,Yes,Yes,2120
1203,20.1,61.0,10.9,22.67,0,No,No,No,No,NA
1204,15.8,75.9,8.0,9.98,0,No,No,No,No,NA
1205,14.8,81.3,29.7,19.22,0,No,No,No,No,NA
1206,29.0,38.4,49.5,5.92,0,No,No,Yes,No,NA
1207,31.2,38.4,22.6,2.48,0,No,No,No,No,NA
1208,26.7,20.9,50.4,1.38,281,No,No,Yes,Yes,4157
1209,28.4,31.4,54.8,1.13,923,Yes,Yes,Yes,Yes,1472
1210,22.9,60.4,14.4,3.46,0,No,No,No,No,NA
1211,14.7,88.5,11.2,18.28,0,No,No,No,No,NA
1212,21.8,24.5,32.5,3.53,163,No,Yes,Yes,Yes,428
1213,16.5,75.8,35.0,3.81,0,No,No,No,No,NA
1214,17.7,84.8,23.0,17.21,0,No,No,No,No,NA
1215,27.0,45.1,44.0,6.46,3,No,No,Yes,Yes,496
1216,19.8,66.7,13.1,12.15,0,No,No,No,No,NA
1217,27.0,47.6,45.4,0.56,0,No,No,No,No,NA
1218,26.9,27.2,28.1,1.09,0,No,No,Yes,No,NA
1219,24.9,28.7,41.0,3.34,939,Yes,Yes,Yes,Yes,1140
1220,13.1,70.6,18.1,15.7,0,No,No,No,No,NA
1221,24.2,77.2,29.1,18.97,0,No,No,No,No,NA
1222,16.3,63.3,29.0,19.47,0,No,No,No,No,NA
1223,24.6,38.3,15.0,1.61,0,No,No,No,No,NA
1224,26.8,37.2,41.8,1.45,58,No,Yes,Yes,Yes,11
1225,29.7,43.3,46.7,2.49,0,No,No,No,No,NA
